Positions X
-5216.84
-5216.01
-5213.73
-5210.01
-5204.82
-5198.17
-5190.04
-5180.45
-5169.39
-5156.87
-5142.87
-5127.42
-5111.31
-5095.27
-5079.26
-5063.26
-5047.26
-5031.26
-5015.26
-4999.26
-4983.26
-4967.26
-4951.26
-4935.26
-4919.26
-4903.26
-4887.26
-4871.26
-4855.26
-4839.26
-4823.26
-4807.26
-4791.26
-4775.26
-4759.26
-4743.26
-4727.26
-4711.26
-4695.26
-4679.26
-4663.26
-4647.26
-4631.26
-4615.26
-4599.26
-4583.26
-4567.26
-4551.26
-4535.26
-4519.26
-4503.26
-4487.26
-4471.26
-4455.26
-4439.26
-4423.26
-4407.26
-4391.26
-4375.26
-4359.26
-4343.26
-4327.26
-4311.26
-4295.26
-4279.26
-4263.26
-4247.26
-4231.26
-4215.26
-4199.26
-4183.26
-4167.26
-4151.26
-4135.26
-4119.26
-4103.26
-4087.26
-4071.26
-4055.26
-4039.26
-4023.26
-4007.26
-3991.26
-3975.26
-3959.26
-3943.26
-3927.26
-3911.26
-3895.26
-3879.26
-3863.26
-3847.26
-3831.26
-3815.26
-3799.26
-3783.26
-3767.26
-3751.26
-3735.26
-3719.26
-3703.26
-3687.26
-3671.26
-3655.26
-3639.26
-3623.26
-3607.26
-3591.26
-3575.26
-3559.26
-3543.26
-3527.26
-3511.26
-3495.26
-3479.26
-3463.26
-3447.26
-3431.26
-3415.26
-3399.26
-3383.26
-3367.26
-3351.26
-3335.26
-3319.26
-3303.26
-3287.26
-3271.26
-3255.26
-3239.26
-3223.26
-3207.26
-3191.26
-3175.26
-3159.26
-3143.26
-3127.26
-3111.26
-3095.26
-3079.26
-3063.26
-3047.26
-3031.26
-3015.26
-2999.26
-2983.26
-2967.26
-2951.26
-2935.26
-2919.26
-2903.26
-2887.26
-2871.26
-2855.26
-2839.26
-2823.26
-2807.26
-2791.26
-2775.26
-2759.26
-2743.26
-2727.26
-2711.26
-2695.26
-2679.26
-2663.26
-2647.26
-2631.26
-2615.26
-2599.26
-2583.26
-2567.26
-2551.26
-2535.26
-2519.26
-2503.26
-2487.26
-2471.26
-2455.26
-2439.26
-2423.26
-2407.26
-2391.26
-2375.26
-2359.26
-2343.26
-2327.26
-2311.26
-2295.26
-2279.26
-2263.26
-2247.26
-2231.26
-2215.26
-2199.26
-2183.26
-2167.26
-2151.26
-2135.26
-2119.26
-2103.26
-2087.26
-2071.26
-2055.26
-2039.26
-2023.26
-2007.26
-1991.26
-1975.26
-1959.26
-1943.26
-1927.26
-1911.26
-1895.26
-1879.26
-1863.26
-1847.26
-1831.26
-1815.26
-1799.26
-1783.26
-1767.26
-1751.26
-1735.26
-1719.26
-1703.26
-1687.26
-1671.26
-1655.26
-1639.26
-1623.26
-1607.26
-1591.26
-1575.26
-1559.26
-1543.26
-1527.26
-1511.26
-1495.26
-1479.26
-1463.26
-1447.26
-1431.26
-1415.26
-1399.26
-1383.26
-1367.26
-1351.26
-1335.26
-1319.26
-1303.26
-1287.26
-1271.26
-1255.26
-1239.26
-1223.26
-1207.26
-1191.26
-1175.26
-1159.26
-1143.26
-1127.26
-1111.26
