Positions X
-1095.26
-1079.26
-1063.26
-1047.26
-1031.26
-1015.26
-999.26
-983.26
-967.26
-951.26
-935.26
-919.26
-903.26
-887.26
-871.26
-855.26
-839.26
-823.26
-807.26
-791.26
-775.26
-759.26
-743.26
-727.26
-711.26
-695.26
-679.26
-663.26
-647.26
-631.26
-615.26
-599.26
-583.26
-567.26
-551.26
-535.26
-519.26
-503.26
-487.26
-471.26
-455.26
-439.26
-423.26
-407.26
-391.26
-375.26
-359.26
-343.26
-327.26
-311.26
-295.26
-279.26
-263.26
-247.26
-231.26
-215.26
-199.26
-183.26
-167.26
-151.26
-135.26
-119.26
-103.26
-87.26
-71.26
-55.26
-39.26
-23.26
-7.26
8.74
24.74
40.74
56.74
72.74
88.74
104.74
120.74
136.74
152.74
168.74
184.74
200.74
216.74
232.74
248.74
264.74
280.74
296.74
312.74
328.74
344.74
360.74
376.74
392.74
408.74
424.74
440.74
456.74
472.74
488.74
504.74
520.74
536.74
552.74
568.74
584.74
600.74
616.74
632.74
648.74
664.74
680.74
696.74
712.74
728.74
744.74
760.74
776.74
792.74
808.74
824.74
840.74
856.74
872.74
888.74
904.74
920.74
936.74
952.74
968.74
984.74
1000.74
1016.74
1032.74
1048.74
1064.74
1080.74
1096.74
1112.74
1128.74
1144.74
1160.74
1176.74
1192.74
1208.74
1224.74
1240.74
1256.74
1272.74
1288.74
1304.74
1320.74
1336.74
1352.74
1368.74
1384.74
1400.74
1416.74
1432.74
1448.74
1464.74
1480.74
1496.74
1512.74
1528.74
1544.74
1560.74
1576.74
1592.74
1608.74
1624.74
1640.74
1656.74
1672.74
1688.74
1704.74
1720.74
1736.74
1752.74
1768.74
1784.74
1800.74
1816.74
1832.74
1848.74
1864.74
1880.74
1896.74
1912.74
1928.74
1944.74
1960.74
1976.74
1992.74
2008.74
2024.74
2040.74
2056.74
2072.74
2088.74
2104.74
2120.74
2136.74
2152.74
2168.74
2184.74
2200.74
2216.74
2232.74
2248.74
2264.74
2280.74
2296.74
2312.74
2328.74
2344.74
2360.74
2376.74
2392.74
2408.74
2424.74
2440.74
2456.74
2472.74
2488.74
2504.74
2520.74
2536.74
2552.74
2568.74
2584.74
2600.74
2616.74
2632.74
2648.74
2664.74
2680.74
2696.74
2712.74
2728.74
2744.74
2760.74
2776.74
2792.74
2808.74
2824.74
2840.74
2856.74
2872.74
2888.74
2904.74
2920.74
2936.74
2952.74
2968.74
2984.74
3000.74
3016.74
3032.74
3048.74
3064.74
3080.74
3096.74
3112.74
3128.74
3144.74
3160.74
3176.74
3192.74
3208.74
3224.74
3240.74
3256.74
3272.74
3288.74
3304.74
3320.74
3336.74
3352.74
3368.74
3384.74
3400.74
3416.74
3432.74
3448.74
3464.74
3480.74
3496.74
3512.74
3528.74
3544.74
3560.74
3576.74
3592.74
3608.74
3624.74
3640.74
3656.74
3672.74
3688.74
3704.74
3720.74
3736.74
3752.74
3768.74
3784.74
3800.74
3816.74
3832.74
3848.74
3864.74
3880.74
3896.74
3912.74
3928.74
3944.74
3960.74
3976.74
3992.74
4008.74
4024.74
4040.74
4056.74
4072.74
4088.74
4104.74
4120.74
4136.74
4152.74
4168.74
4184.74
4200.74
4216.74
4232.74
4248.74
4264.74
4280.74
4296.74
4312.74
4328.74
4344.74
4360.74
4376.74
4392.74
4408.74
4424.74
4440.74
4456.74
4472.74
4488.74
4504.74
4520.74
4536.74
4552.74
4568.74
4584.74
4600.74
4616.74
4632.74
4648.74
4664.74
